date,committee,reference_entity,issue_number,credit_event_type,decision,doc_type,url,source,title,tags,auction_date,auction_held,match_status,ticker,currency,final_price,initial_market_midpoint,net_open_interest_amount,net_open_interest_direction,transaction_type,auction_url,year,month,days_to_auction,is_restructuring,is_credit_event,credit_event_occurred
,,The Governor and Company of the Bank of Ireland,,,,auction,https://www.cdsdeterminationscommittees.org/cds/the-governor-and-company-of-the-bank-of-ireland/,creditfixings,,,2011-07-28,True,auction_only,BKIR,EUR,34.25,,,,Subordinated - B6,https://www.cdsdeterminationscommittees.org/cds/the-governor-and-company-of-the-bank-of-ireland/,,,,False,False,True
,,IRISH LIFE & PERMANENT PUBLIC LIMITED COMPANY,,,,auction,https://www.cdsdeterminationscommittees.org/cds/irish-life-permanent-plc/,creditfixings,,,2011-07-29,True,auction_only,IPBS,EUR,71.0,,,,Senior - B2,https://www.cdsdeterminationscommittees.org/cds/irish-life-permanent-plc/,,,,False,False,True
,,IRISH LIFE & PERMANENT PUBLIC LIMITED COMPANY,,,,auction,https://www.cdsdeterminationscommittees.org/cds/irish-life-permanent-plc/,creditfixings,,,2011-07-29,True,auction_only,IPBS,EUR,71.0,,,,Senior - B3,https://www.cdsdeterminationscommittees.org/cds/irish-life-permanent-plc/,,,,False,False,True
,,IRISH LIFE & PERMANENT PUBLIC LIMITED COMPANY,,,,auction,https://www.cdsdeterminationscommittees.org/cds/irish-life-permanent-plc/,creditfixings,,,2011-07-29,True,auction_only,IPBS,EUR,38.25,,,,Subordinated - B1,https://www.cdsdeterminationscommittees.org/cds/irish-life-permanent-plc/,,,,False,False,True
,,IRISH LIFE & PERMANENT PUBLIC LIMITED COMPANY,,,,auction,https://www.cdsdeterminationscommittees.org/cds/irish-life-permanent-plc/,creditfixings,,,2011-07-29,True,auction_only,IPBS,EUR,21.375,,,,Subordinated - B2,https://www.cdsdeterminationscommittees.org/cds/irish-life-permanent-plc/,,,,False,False,True
,,IRISH LIFE & PERMANENT PUBLIC LIMITED COMPANY,,,,auction,https://www.cdsdeterminationscommittees.org/cds/irish-life-permanent-plc/,creditfixings,,,2011-07-29,True,auction_only,IPBS,EUR,20.0,,,,Subordinated - B3,https://www.cdsdeterminationscommittees.org/cds/irish-life-permanent-plc/,,,,False,False,True
,,IRISH LIFE & PERMANENT PUBLIC LIMITED COMPANY,,,,auction,https://www.cdsdeterminationscommittees.org/cds/irish-life-permanent-plc/,creditfixings,,,2011-10-05,True,auction_only,IPBS,EUR,75.0,,,,Senior - B2,https://www.cdsdeterminationscommittees.org/cds/irish-life-permanent-plc/,,,,False,False,True
,,NORTHERN ROCK (ASSET MANAGEMENT) PLC,,,,auction,https://www.cdsdeterminationscommittees.org/cds/northern-rock-asset-management-plc/,creditfixings,,,2012-02-02,True,auction_only,NRAMC,EUR,99.125,,,,Senior/Subordinated - B2,https://www.cdsdeterminationscommittees.org/cds/northern-rock-asset-management-plc/,,,,False,False,True
,,Eircom- Credit Agreement (LevXCA2Y257H),,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=Eircom-A06,creditfixings,,,2012-05-02,True,auction_only,Eircom-A06,,7.125,,,,Lien 2,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=Eircom-A06,,,,False,False,True
,,Eircom- Credit Agreement (LevXCA2Y257H),,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=Eircom-A06,creditfixings,,,2012-05-02,True,auction_only,Eircom-A06,,62.0,,,,Lien 1,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=Eircom-A06,,,,False,False,True
,,SNS Bank N.V.,,,,auction,https://www.cdsdeterminationscommittees.org/cds/sns-bank-nv/,creditfixings,,,2013-04-04,True,auction_only,SNSBNK,EUR,85.5,,,,Snr/Sub - B6,https://www.cdsdeterminationscommittees.org/cds/sns-bank-nv/,,,,False,False,True
,,"Bankia, S.A.",,,,auction,https://www.cdsdeterminationscommittees.org/cds/bankia-s-a/,creditfixings,,,2013-06-05,True,auction_only,BANKSA,EUR,88.5,,,,Snr/Sub - B2,https://www.cdsdeterminationscommittees.org/cds/bankia-s-a/,,,,False,False,True
,,"Bankia, S.A.",,,,auction,https://www.cdsdeterminationscommittees.org/cds/bankia-s-a/,creditfixings,,,2013-06-05,True,auction_only,BANKSA,EUR,86.5,,,,Snr/Sub - B3,https://www.cdsdeterminationscommittees.org/cds/bankia-s-a/,,,,False,False,True
,,"Bankia, S.A.",,,,auction,https://www.cdsdeterminationscommittees.org/cds/bankia-s-a/,creditfixings,,,2013-06-05,True,auction_only,BANKSA,EUR,87.5,,,,Snr/Sub,https://www.cdsdeterminationscommittees.org/cds/bankia-s-a/,,,,False,False,True
,,Texas Competitive Electric Holdings Company LLC,,,,auction,https://www.cdsdeterminationscommittees.org/cds/texas-competitive-electric-holdings-company-llc-2/,creditfixings,,,2014-05-21,True,auction_only,TXU-Texas,USD,8.5,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/texas-competitive-electric-holdings-company-llc-2/,,,,False,False,True
,,"Caesars Entertainment Operating Company, Inc.",,,,auction,https://www.cdsdeterminationscommittees.org/lcds/caesars-entertainment-operating-company-inc-lcds-credit-event/,creditfixings,,,2015-02-19,True,auction_only,CESEOP,USD,96.0,,,,Lien1,https://www.cdsdeterminationscommittees.org/lcds/caesars-entertainment-operating-company-inc-lcds-credit-event/,,,,False,False,True
,,NORSKE SKOGINDUSTRIER ASA,,,,auction,https://www.cdsdeterminationscommittees.org/cds/norske-skogsindustrier-asa/,creditfixings,,,2016-06-22,True,auction_only,NSINO,EUR,27.0,,,,Snr/Sub - B3,https://www.cdsdeterminationscommittees.org/cds/norske-skogsindustrier-asa/,,,,False,False,True
,,NORSKE SKOGINDUSTRIER ASA,,,,auction,https://www.cdsdeterminationscommittees.org/cds/norske-skogsindustrier-asa/,creditfixings,,,2016-06-22,True,auction_only,NSINO,EUR,12.0,,,,Snr/Sub - B4,https://www.cdsdeterminationscommittees.org/cds/norske-skogsindustrier-asa/,,,,False,False,True
,,"iHeartCommunications, Inc.",,,,auction,https://www.cdsdeterminationscommittees.org/lcds/iheart-communications-inc-lcds-credit-event/,creditfixings,,,2017-02-02,True,auction_only,IHEAINC,USD,35.5,,,,Senior,https://www.cdsdeterminationscommittees.org/lcds/iheart-communications-inc-lcds-credit-event/,,,,False,False,True
,,NORSKE SKOGINDUSTRIER ASA,,,,auction,https://www.cdsdeterminationscommittees.org/cds/norske-skogsindustrier-asa/,creditfixings,,,2017-09-14,True,auction_only,NSINO,EUR,2.25,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/norske-skogsindustrier-asa/,,,,False,False,True
,,"BANCO POPULAR ESPANOL, S.A.",,,,auction,https://www.cdsdeterminationscommittees.org/cds/banco-popular-espanol-sa/,creditfixings,,,2017-10-05,True,auction_only,BPESP,EUR,100.375,,,,Snr/Sub 2003 B1,https://www.cdsdeterminationscommittees.org/cds/banco-popular-espanol-sa/,,,,False,False,True
,,TOYS,,,,auction,https://www.cdsdeterminationscommittees.org/cds/toys-r-us-inc/,creditfixings,,,2017-10-11,True,auction_only,TOY,USD,26.0,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/toys-r-us-inc/,,,,False,False,True
,,BANCA MONTE DEI PASCHI DI SIENA S.P.A.,,,,auction,https://www.cdsdeterminationscommittees.org/cds/banca-monte-dei-paschi-di-siena-s-p-a/,creditfixings,,,2017-11-01,True,auction_only,MONTE,EUR,99.875,,,,Snr/Sub 2003 B2,https://www.cdsdeterminationscommittees.org/cds/banca-monte-dei-paschi-di-siena-s-p-a/,,,,False,False,True
,,BANCA MONTE DEI PASCHI DI SIENA S.P.A.,,,,auction,https://www.cdsdeterminationscommittees.org/cds/banca-monte-dei-paschi-di-siena-s-p-a/,creditfixings,,,2017-11-01,True,auction_only,MONTE,EUR,100.0,,,,Snr/Sub 2003 B1,https://www.cdsdeterminationscommittees.org/cds/banca-monte-dei-paschi-di-siena-s-p-a/,,,,False,False,True
,,"NOVO BANCO, S.A.",,,,auction,https://www.cdsdeterminationscommittees.org/cds/novo-banco-s-a-3/,creditfixings,,,2018-05-02,True,auction_only,NOVOBAN,EUR,100.0,,,,Non-Sro Transactions B1,https://www.cdsdeterminationscommittees.org/cds/novo-banco-s-a-3/,,,,False,False,True
,,"BANCO POPULAR ESPANOL, S.A.",,,,auction,https://www.cdsdeterminationscommittees.org/cds/banco-popular-espanol-sa/,creditfixings,,,2018-09-06,True,auction_only,BPESP,EUR,0.0,,,,Sub 2014,https://www.cdsdeterminationscommittees.org/cds/banco-popular-espanol-sa/,,,,False,False,True
,,"NOVO BANCO, S.A.",,,,auction,https://www.cdsdeterminationscommittees.org/cds/novo-banco-s-a-3/,creditfixings,,,2018-11-27,True,auction_only,NOVOBAN,EUR,89.96,,,,Senior Sro Transactions,https://www.cdsdeterminationscommittees.org/cds/novo-banco-s-a-3/,,,,False,False,True
,,Pac Gas & Elec Co,,,,auction,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=PCG-PacGas+Elec,creditfixings,,,2019-02-27,True,auction_only,PCG-PacGas+Elec,,77.75,,,,Senior,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=PCG-PacGas+Elec,,,,False,False,True
,,The Republic of Ukraine,,,,auction,https://www.cdsdeterminationscommittees.org/cds/republic-of-ukraine-6/,creditfixings,,,2022-09-28,True,auction_only,UKRAIN,USD,17.875,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/republic-of-ukraine-6/,,,,False,False,True
