date,committee,reference_entity,issue_number,credit_event_type,decision,doc_type,url,source,title,tags,auction_date,auction_held
2022-05-10,,Sunac China Holdings Limited,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2022/05/dc-decision-10-05-22-sunac-china-holdings-limited.pdf/,document-feed,DC Decision (10/05/22) – Sunac China Holdings Limited – Latest Revision,,,False
2022-05-10,Americas,"Talen Energy Supply, LLC",9170,,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/talen-energy-supply-llc/,dc-isda,"Talen Energy Supply, LLC",auction,2022-06-07,True
2022-05-18,,Sunac China Holdings Limited,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2022/05/dc-decision-18-05-22-sunac-china-holdings-limited.pdf/,document-feed,DC Decision (18/05/22) – Sunac China Holdings Limited – Latest Revision,,,False
2022-05-19,,Posco,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2022/05/dc-decision-19-05-22-posco.pdf/,document-feed,DC Decision (19/05/22) – POSCO – Latest Revision,,,False
2022-05-31,,Russian Federation,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2022/05/dc-decision-31-05-22-russian-federation-interest.pdf/,document-feed,DC Decision (31/05/22) – Russian Federation (Interest) – Latest Revision,,,False
2022-06-01,,Russian Federation,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2022/06/dc-decision-01-06-22-russian-federation-interest.pdf/,document-feed,DC Decision (01/06/22) – Russian Federation (Interest) – Latest Revision,,,False
2022-06-07,EMEA,Russian Federation,,,,statement,https://www.cdsdeterminationscommittees.org/documents/2022/06/emea-dc-meeting-statement-7-june-2022-russian-federation.pdf/,document-feed,EMEA DC Meeting Statement 7 June 2022 – Russian Federation – Latest Revision,,,False
2022-06-07,,Russian Federation,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2022/06/dc-decision-07-06-22-russian-federation-interest.pdf/,document-feed,DC Decision (07/06/22) – Russian Federation (Interest) – Latest Revision,,,False
2022-06-09,,Russian Federation,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2022/06/dc-decision-09-06-22-russian-federation-interest.pdf/,document-feed,DC Decision (09/06/22) – Russian Federation (Interest) – Latest Revision,,,False
2022-06-17,EMEA,Yandex N V,,,,statement,https://www.cdsdeterminationscommittees.org/documents/2022/06/emea-dc-meeting-statement-17-june-2022-yandex-n-v.pdf/,document-feed,EMEA DC Meeting Statement 17 June 2022 – Yandex N.V. – Latest Revision,,,False
2022-06-17,,Yandex N V,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2022/06/dc-decision-17-06-22-yandex-n-v.pdf/,document-feed,DC Decision (17/06/22) – Yandex N.V. – Latest Revision,,,False
2022-06-28,Asia ex-Japan,Shimao Group Holdings Limited,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2022/06/aej-dc-decision-28-6-2022-shimao-group-holdings-limited.pdf/,document-feed,AEJ DC Decision (28/6/2022) – Shimao Group Holdings Limited – Latest Revision,,,False
2022-07-01,Asia ex-Japan,Shimao Group Holdings Limited,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2022/07/73596.pdf/,document-feed,AEJ DC Decision (1/7/2022) – Shimao Group Holdings Limited – Latest Revision,,,False
2022-07-01,,Russian Federation,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2022/07/dc-decision-01-07-22-russian-federation-interest.pdf/,document-feed,DC Decision (01/07/22) – Russian Federation (Interest) – Latest Revision,,,False
2022-07-06,EMEA,Russian Federation,,,,statement,https://www.cdsdeterminationscommittees.org/documents/2022/07/emea-dc-meeting-statement-6-july-2022-russian-federation.pdf/,document-feed,EMEA DC Meeting Statement 6 July 2022 – Russian Federation – Latest Revision,,,False
2022-07-25,EMEA,Russian Federation,,,,statement,https://www.cdsdeterminationscommittees.org/documents/2022/07/emea-dc-meeting-statement-25-july-2022-russian-federation-2.pdf/,document-feed,EMEA DC – Meeting Statement – 25 July 2022 – Russian Federation – Latest Revision,,,False
2022-07-25,EMEA,Russian Federation,,,,statement,https://www.cdsdeterminationscommittees.org/documents/2022/07/emea-dc-meeting-statement-25-july-2022-russian-federation.pdf/,document-feed,EMEA DC Decision 25 July 2022 – Russian Federation – Latest Revision,,,False
2022-07-27,EMEA,Vue Entertainment International Limited,9174,Restructuring,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/vue-international-bidco-plc/,dc-isda,Vue Entertainment International Limited,auction,2023-09-14,True
2022-08-05,EMEA,Russian Federation,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2022/08/emea-dc-russian-federation-preliminary-list-august-2022.pdf/,document-feed,EMEA DC Russian Federation Preliminary List – August 2022 – Latest Revision,,,False
2022-08-05,EMEA,Russian Federation,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2022/08/emea-dc-decision-5-august-2022-russian-federation.pdf/,document-feed,EMEA DC Decision 5 August 2022 – Russian Federation – Latest Revision,,,False
2022-08-10,EMEA,Ukraine,9171,Restructuring,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/ukraine/,dc-isda,Ukraine,auction,2022-09-28,True
2022-08-11,Asia ex-Japan,Powerlong Real Estate Holdings Limited,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2022/08/aej-dc-decision-11-08-2022-powerlong-real-estate-holdings-limited.pdf/,document-feed,AEJ DC Decision (11/08/2022) – Powerlong Real Estate Holdings Limited – Latest Revision,,,False
2022-08-16,EMEA,Russian Federation,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2022/08/emea-dc-decision-16-august-2022-russian-federation.pdf/,document-feed,EMEA DC Decision 16 August 2022 – Russian Federation – Latest Revision,,,False
2022-08-16,EMEA,Russian Federation,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2022/08/emea-dc-russian-federation-initial-list-august-2022.pdf/,document-feed,EMEA DC Russian Federation Initial List – August 2022 – Latest Revision,,,False
2022-08-16,Asia ex-Japan,Powerlong Real Estate Holdings Limited,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2022/08/aej-dc-decision-16-08-2022-powerlong-real-estate-holdings-limited.pdf/,document-feed,AEJ DC Decision (16/08/2022) – Powerlong Real Estate Holdings Limited – Latest Revision,,,False
2022-08-19,EMEA,Russian Federation,,,,statement,https://www.cdsdeterminationscommittees.org/documents/2022/08/emea-dc-meeting-statement-19-august-2022-russian-federation.pdf/,document-feed,EMEA DC Meeting Statement 19 August 2022 – Russian Federation – Latest Revision,,,False
2022-08-19,EMEA,Russian Federation,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2022/08/emea-dc-decision-19-august-2022-russian-federation.pdf/,document-feed,EMEA DC Decision 19 August 2022 – Russian Federation – Latest Revision,,,False
2022-08-19,EMEA,Ukraine,,,,statement,https://www.cdsdeterminationscommittees.org/documents/2022/08/emea-dc-meeting-statement-19-august-2022-ukraine.pdf/,document-feed,EMEA DC – Meeting Statement – 19 August 2022 – Ukraine – Latest Revision,,,False
2022-08-19,EMEA,Ukraine,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2022/08/emea-dc-decision-19-august-2022-ukraine.pdf/,document-feed,EMEA DC Decision 19 August 2022 – Ukraine – Latest Revision,,,False
2022-08-19,Asia ex-Japan,Powerlong Real Estate Holdings Limited,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2022/08/aej-dc-decision-19-08-2022-powerlong-real-estate-holdings-limited.pdf/,document-feed,AEJ DC Decision (19/08/2022) – Powerlong Real Estate Holdings Limited – Latest Revision,,,False
2022-08-26,EMEA,Ukraine,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2022/08/emea-dc-ukraine-preliminary-list.pdf/,document-feed,EMEA DC – Ukraine – Preliminary List – Latest Revision,,,False
2022-08-26,EMEA,Ukraine,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2022/08/emea-dc-decision-26-august-2022-ukraine.pdf/,document-feed,EMEA DC Decision 26 August 2022 – Ukraine – Latest Revision,,,False
2022-08-26,EMEA,Russian Federation,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2022/08/emea-dc-russian-federation-final-list.pdf/,document-feed,EMEA DC – Russian Federation – Final List – Latest Revision,,,False
2022-08-26,EMEA,Russian Federation,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2022/08/emea-dc-decision-26-august-2022-russian-federation.pdf/,document-feed,EMEA DC Decision 26 August 2022 – Russian Federation – Latest Revision,,,False
2022-08-31,EMEA,Draft Asts Russia V Europcar,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2022/08/emea-dc-draft-asts-compare-russia-v-europcar.pdf/,document-feed,EMEA DC – Draft ASTs Compare – Russia v Europcar – Latest Revision,,,False
2022-08-31,EMEA,Draft Asts Russia V Talen,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2022/08/emea-dc-draft-asts-compare-russia-v-talen.pdf/,document-feed,EMEA DC – Draft ASTs Compare – Russia v Talen – Latest Revision,,,False
2022-08-31,EMEA,Draft Russia,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2022/08/emea-dc-draft-ast-russia.pdf/,document-feed,EMEA DC – Draft AST – Russia – Latest Revision,,,False
2022-08-31,EMEA,,,,,statement,https://www.cdsdeterminationscommittees.org/documents/2022/08/emea-meeting-statement-31-august-2022.pdf/,document-feed,EMEA Meeting Statement 31 August 2022 – Latest Revision,,,False
2022-08-31,EMEA,Russia,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2022/08/emea-dc-decision-31-august-2022-russia.pdf/,document-feed,EMEA DC Decision 31 August 2022 – Russia – Latest Revision,,,False
2022-09-01,EMEA,Ukraine,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2022/09/emea-dc-decision-1-september-2022-ukraine.pdf/,document-feed,EMEA DC Decision 1 September 2022 – Ukraine – Latest Revision,,,False
2022-09-01,EMEA,Ukraine,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2022/09/emea-dc-ukraine-initial-list.pdf/,document-feed,EMEA DC – Ukraine – Initial List – Latest Revision,,,False
2022-09-05,EMEA,Russia,,,,statement,https://www.cdsdeterminationscommittees.org/documents/2022/09/emea-dc-meeting-statement-5-september-2022-russia.pdf/,document-feed,EMEA DC Meeting Statement 5 September 2022 – Russia – Latest Revision,,,False
2022-09-05,EMEA,Russia,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2022/09/emea-dc-decision-5-september-2022-russia.pdf/,document-feed,EMEA DC Decision 5 September 2022 – Russia – Latest Revision,,,False
2022-09-06,EMEA,Russia Participating Bidder Letter,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2022/09/emea-dc-russia-participating-bidder-letter.docx/,document-feed,EMEA DC – Russia – Form of Participating Bidder Letter – Latest Revision,,,False
2022-09-06,EMEA,Russia Final V Draft,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2022/09/emea-dc-ast-compare-russia-final-v-draft.pdf/,document-feed,EMEA DC – AST Compare – Russia – Final v Draft – Latest Revision,,,False
2022-09-06,EMEA,Russia Form Of Of Physical Settlement,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2022/09/emea-dc-russia-form-of-notice-of-physical-settlement.docx/,document-feed,EMEA DC – Russia – Form of Notice of Physical Settlement – Latest Revision,,,False
2022-09-06,EMEA,Russia Form Of Customer Physical Settlement Request Letter,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2022/09/emea-dc-russia-form-of-customer-physical-settlement-request-letter.docx/,document-feed,EMEA DC – Russia – Form of Customer Physical Settlement Request Letter – Latest Revision,,,False
2022-09-06,EMEA,Russia List,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2022/09/emea-dc-russia-participating-bidders-list.pdf/,document-feed,EMEA DC – Russia – Participating Bidders List – Latest Revision,,,False
2022-09-06,EMEA,Final Asts Russia V Talen,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2022/09/emea-dc-final-asts-compare-russia-v-talen.pdf/,document-feed,EMEA DC – Final ASTs Compare – Russia v Talen – Latest Revision,,,False
2022-09-06,EMEA,Final Asts Russia V Europcar,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2022/09/emea-dc-final-asts-compare-russia-v-europcar.pdf/,document-feed,EMEA DC – Final ASTs Compare – Russia v Europcar – Latest Revision,,,False
2022-09-06,EMEA,Russia,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2022/09/emea-dc-final-ast-russia.pdf/,document-feed,EMEA DC – Final AST – Russia – Latest Revision,,,False
2022-09-06,EMEA,Russia,,,,statement,https://www.cdsdeterminationscommittees.org/documents/2022/09/emea-dc-meeting-statement-6-september-2022-russia.pdf/,document-feed,EMEA DC Decision 6 September 2022 – Russia – Latest Revision,,,False
2022-09-08,EMEA,Russia,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2022/09/emea-dc-decision-8-september-2022-russia.pdf/,document-feed,EMEA DC Decision 8 September 2022 – Russia – Latest Revision,,,False
2022-09-09,EMEA,Final Asts Russia V Draft September,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2022/09/emea-dc-final-asts-compare-russia-v-draft-ast-9-september.pdf/,document-feed,EMEA DC – Final ASTs Compare – Russia v Draft AST (9 September) – Latest Revision,,,False
2022-09-09,EMEA,Final Asts Russia V Europcar September,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2022/09/emea-dc-final-asts-compare-russia-v-europcar-9-september.pdf/,document-feed,EMEA DC – Final ASTs Compare – Russia v Europcar (9 September) – Latest Revision,,,False
2022-09-09,EMEA,Final Asts Russia V Talen September,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2022/09/emea-dc-final-asts-compare-russia-v-talen-9-september.pdf/,document-feed,EMEA DC – Final ASTs Compare – Russia v Talen (9 September) – Latest Revision,,,False
2022-09-09,EMEA,Russia,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2022/09/emea-dc-decision-9-september-2022-russia.pdf/,document-feed,EMEA DC Decision 9 September 2022 – Russia – Latest Revision,,,False
2022-09-09,EMEA,Russia September Update,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2022/09/emea-dc-final-ast-russia-9-september-update.pdf/,document-feed,EMEA DC – Final AST – Russia (9 September update) – Latest Revision,,,False
2022-09-09,EMEA,Ukraine,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2022/09/emea-dc-ukraine-final-list.pdf/,document-feed,EMEA DC – Ukraine – Final List – Latest Revision,,,False
2022-09-09,EMEA,Ukraine,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2022/09/emea-dc-decision-9-september-2022-ukraine.pdf/,document-feed,EMEA DC Decision 9 September 2022 – Ukraine – Latest Revision,,,False
2022-09-12,EMEA,Russia Form Nops Amendment,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2022/09/emea-dc-russia-form-nops-amendment-notice.docx/,document-feed,EMEA DC – Russia – Form NOPS Amendment Notice – Latest Revision,,,False
2022-09-12,EMEA,Russia Form Of Sellers Nops,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2022/09/emea-dc-russia-form-of-sellers-nops.docx/,document-feed,EMEA DC – Russia – Form of Seller’s NOPS – Latest Revision,,,False
2022-09-16,EMEA,Ukraine,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2022/09/emea-dc-ukraine-draft-auction-settlement-terms.pdf/,document-feed,EMEA DC – Ukraine – Draft Auction Settlement Terms – Latest Revision,,,False
2022-09-16,EMEA,Ukraine,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2022/09/emea-dc-ukraine-compare-against-russian-federation-auction-settlement-terms.pdf/,document-feed,EMEA DC – Ukraine – Compare against Russian Federation Auction Settlement Terms – Latest Revision,,,False
2022-09-16,EMEA,Ukraine,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2022/09/emea-dc-ukraine-compare-against-talen-energy-supply-llc-auction-settlement-terms.pdf/,document-feed,"EMEA DC – Ukraine – Compare against Talen Energy Supply, LLC Auction Settlement Terms – Latest Revision",,,False
2022-09-16,EMEA,Ukraine,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2022/09/emea-dc-ukraine-compare-against-europcar-mobility-group-s-a-auction-settlement-terms.pdf/,document-feed,EMEA DC – Ukraine – Compare against Europcar Mobility Group S.A. Auction Settlement Terms – Latest Revision,,,False
2022-09-16,EMEA,Ukraine,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2022/09/emea-dc-ukraine-dc-decision-16-september-2022.pdf/,document-feed,EMEA DC – Ukraine – DC Decision 16 September 2022 – Latest Revision,,,False
2022-09-22,EMEA,Ukraine,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2022/09/emea-dc-ukraine-participating-bidders-list.pdf/,document-feed,EMEA DC – Ukraine – Participating Bidders List – Latest Revision,,,False
2022-09-22,EMEA,Ukraine,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2022/09/emea-dc-ukraine-dc-decision-22-september-2022.pdf/,document-feed,EMEA DC – Ukraine – DC Decision 22 September 2022 – Latest Revision,,,False
2022-09-22,EMEA,Ukraine,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2022/09/emea-dc-ukraine-compare-against-draft-auction-settlement-terms.pdf/,document-feed,EMEA DC – Ukraine – Compare against Draft Auction Settlement Terms – Latest Revision,,,False
2022-09-22,EMEA,Ukraine,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2022/09/emea-dc-ukraine-final-ast-compare-against-europcar-mobility-group-s-a-auction-settlement-terms.pdf/,document-feed,EMEA DC – Ukraine – Final AST Compare against Europcar Mobility Group S.A. Auction Settlement Terms – Latest Revision,,,False
2022-09-22,EMEA,Ukraine,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2022/09/emea-dc-ukraine-final-ast-compare-against-talen-energy-supply-llc-auction-settlement-terms.pdf/,document-feed,"EMEA DC – Ukraine – Final AST Compare against Talen Energy Supply, LLC Auction Settlement Terms – Latest Revision",,,False
2022-09-22,EMEA,Ukraine,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2022/09/emea-dc-ukraine-final-ast-compare-against-russian-federation-auction-settlement-terms.pdf/,document-feed,EMEA DC – Ukraine – Final AST Compare against Russian Federation Auction Settlement Terms – Latest Revision,,,False
2022-09-22,EMEA,Ukraine,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2022/09/emea-dc-ukraine-final-auction-settlement-terms.pdf/,document-feed,EMEA DC – Ukraine – Final Auction Settlement Terms – Latest Revision,,,False
2022-09-26,EMEA,Compagnie Financiere Michelin Sa,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2022/09/emea-dc-compagnie-financiere-michelin-sa-dc-decision-26-september-2022.pdf/,document-feed,EMEA DC – Compagnie Financiere Michelin SA – DC Decision 26 September 2022 – Latest Revision,,,False
2022-09-26,EMEA,Compagnie Financiere Michelin Sa,,,,statement,https://www.cdsdeterminationscommittees.org/documents/2022/09/emea-dc-compagnie-financiere-michelin-sa-meeting-statement-26-september-2022.pdf/,document-feed,EMEA DC – Compagnie Financiere Michelin SA – Meeting Statement 26 September 2022 – Latest Revision,,,False
2022-09-29,Americas,Uniti Group Inc Substitute Reference Obligation Question,,,,statement,https://www.cdsdeterminationscommittees.org/documents/2022/09/americas-dc-statement-uniti-group-inc-substitute-reference-obligation-question-2.pdf/,document-feed,Americas DC Statement – Uniti Group Inc Substitute Reference Obligation Question 2 – Latest Revision,,,False
2022-09-29,Americas,,2022091501,,,decision,https://www.cdsdeterminationscommittees.org/documents/2022/09/americas-dc-decision-issue-number-2022091501.pdf/,document-feed,Americas DC Decision Issue Number 2022091501 – Latest Revision,,,False
2023-01-11,Americas,Rite Aid Corporation,2023101601,,,decision,https://www.cdsdeterminationscommittees.org/documents/2023/11/americas-dc-decision-initial-list-issue-number-2023101601-rite-aid-corporation-11-01-2023.pdf/,document-feed,Americas DC Decision – Initial List – Issue Number 2023101601 (Rite Aid Corporation) – 11/01/2023 – Latest Revision,,,False
2023-01-11,Americas,Rite Aid Corporation,2023101601,,,decision,https://www.cdsdeterminationscommittees.org/documents/2023/11/americas-dc-deliverable-obligation-initial-list-issue-number-2023101601-rite-aid-corporation-11-01-2023.pdf/,document-feed,Americas DC – Initial List of Deliverable Obligations – Issue Number 2023101601 (Rite Aid Corporation) – 11/01/2023 – Latest Revision,,,False
2023-01-17,Americas,,2023010401,,,decision,https://www.cdsdeterminationscommittees.org/documents/2023/01/americas-dc-decision-issue-number-2023010401.pdf/,document-feed,Americas DC Decision Issue Number 2023010401 – Latest Revision,,,False
2023-01-25,EMEA,Republic Of Ghana,,,,statement,https://www.cdsdeterminationscommittees.org/documents/2023/01/emea-dc-republic-of-ghana-meeting-statement-25-january-2023.pdf/,document-feed,EMEA DC – Republic of Ghana – Meeting Statement 25 January 2023 – Latest Revision,,,False
2023-01-25,EMEA,Republic Of Ghana,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2023/01/emea-dc-republic-of-ghana-dc-decision-25-january-2023.pdf/,document-feed,EMEA DC – Republic of Ghana – DC Decision 25 January 2023 – Latest Revision,,,False
2023-02-09,EMEA,Vue International Bidco Plc,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2023/02/emea-dc-vue-international-bidco-plc-dc-decision-9-february-2023.pdf/,document-feed,EMEA DC – Vue International Bidco PLC – DC Decision 9 February 2023 – Latest Revision,,,False
2023-03-03,EMEA,Republic Of Ghana,,,,statement,https://www.cdsdeterminationscommittees.org/documents/2023/03/emea-dc-republic-of-ghana-meeting-statement-3-march-2023.pdf/,document-feed,EMEA DC – Republic of Ghana – Meeting Statement 3 March 2023 – Latest Revision,,,False
2023-03-04,Americas,"DIAMOND SPORTS GROUP, LLC",2023031702,,,decision,https://www.cdsdeterminationscommittees.org/documents/2023/04/americas-dc-decision-issue-number-2023031702-04-03-2023.pdf/,document-feed,Americas DC – Diamond Sports Group – DC Decision 04/03/2023 – Latest Revision,,,False
2023-03-10,EMEA,Republic Of Ghana,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2023/03/emea-dc-republic-of-ghana-dc-decision-10-march-2023.pdf/,document-feed,EMEA DC – Republic of Ghana – DC Decision 10 March 2023 – Latest Revision,,,False
2023-03-11,Americas,Rite Aid Corporation,2023101601,,,decision,https://www.cdsdeterminationscommittees.org/documents/2023/11/list-of-participating-bidders-americas-dc-issue-number-2023101601-rite-aid-corporation-11-03-2023.pdf/,document-feed,List of Participating Bidders – Americas DC-Issue Number 2023101601 (Rite Aid Corporation) – 11/03/2023 – Latest Revision,,,False
2023-03-11,Americas,Rite Aid Corporation,2023101601,,,decision,https://www.cdsdeterminationscommittees.org/documents/2023/11/final-list-americas-dc-issue-number-2023101601-rite-aid-corporation-11-03-2023.pdf/,document-feed,Final List – Americas DC-Issue Number 2023101601 (Rite Aid Corporation) – 11/03/2023 – Latest Revision,,,False
2023-03-15,EMEA,Vue International Bidco Plc,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2023/03/emea-dc-vue-international-bidco-plc-dc-decision-15-march-2023.pdf/,document-feed,EMEA DC – Vue International Bidco PLC – DC Decision 15 March 2023 – Latest Revision,,,False
2023-03-17,Americas,"DIAMOND SPORTS GROUP, LLC",9173,Bankruptcy,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/diamond-sports-group-llc/,dc-isda,"DIAMOND SPORTS GROUP, LLC",auction,2023-04-13,True
2023-03-21,Americas,"DIAMOND SPORTS GROUP, LLC",,,,decision,https://www.cdsdeterminationscommittees.org/documents/2023/03/americas-dc-diamond-sports-group-dc-decision-03-21-2023.pdf/,document-feed,Americas DC – Diamond Sports Group – DC Decision 03/21/2023 – Latest Revision,,,False
2023-03-22,EMEA,Vue International Bidco Plc,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2023/03/emea-dc-vue-international-bidco-plc-dc-decision-22-march-2023.pdf/,document-feed,EMEA DC – Vue International Bidco PLC – DC Decision 22 March 2023 – Latest Revision,,,False
2023-03-22,EMEA,Vue International Bidco Plc,,,,statement,https://www.cdsdeterminationscommittees.org/documents/2023/03/emea-dc-vue-international-bidco-plc-meeting-statement-22-march-2023.pdf/,document-feed,EMEA DC – Vue International Bidco PLC – Meeting Statement 22 March 2023 – Latest Revision,,,False
2023-03-23,Americas,"DIAMOND SPORTS GROUP, LLC",,,,decision,https://www.cdsdeterminationscommittees.org/documents/2023/03/americas-dc-diamond-sports-group-dc-decision-03-23-2023.pdf/,document-feed,Americas DC – Diamond Sports Group – DC Decision 03/23/2023 – Latest Revision,,,False
2023-03-23,EMEA,Vue International Bidco Plc,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2023/03/emea-dc-vue-international-bidco-plc-dc-decision-23-march-2023.pdf/,document-feed,EMEA DC – Vue International Bidco PLC – DC Decision 23 March 2023 – Latest Revision,,,False
2023-03-27,EMEA,Republic Of Ghana,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2023/03/emea-dc-republic-of-ghana-dc-decision-27-march-2023.pdf/,document-feed,EMEA DC – Republic of Ghana – DC Decision 27 March 2023 – Latest Revision,,,False
2023-04-03,EMEA,Vue International Bidco Plc,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2023/04/emea-dc-vue-international-bidco-plc-dc-decision-3-april-2023.pdf/,document-feed,EMEA DC – Vue International Bidco PLC – DC Decision 3 April 2023 – Latest Revision,,,False
2023-04-04,Americas,"DIAMOND SPORTS GROUP, LLC",2023031702,,,decision,https://www.cdsdeterminationscommittees.org/documents/2023/04/americas-dc-decision-participant-bidders-issue-number-2023031702-diamond-sports-group-llc-04-04-2023.pdf/,document-feed,"Americas DC Decision – Participant Bidders – Issue Number 2023031702 (Diamond Sports Group, LLC) – 04/04/2023 – Latest Revision",,,False
2023-04-04,Americas,"DIAMOND SPORTS GROUP, LLC",2023031702,,,decision,https://www.cdsdeterminationscommittees.org/documents/2023/04/americas-dc-decision-preliminary-list-issue-number-2023031702-diamond-sports-group-llc-04-04-2023.pdf/,document-feed,"Americas DC Decision – Preliminary List – Issue Number 2023031702 (Diamond Sports Group, LLC) – 04/04/2023 – Latest Revision",,,False
2023-04-06,,,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2023/04/redline-of-auction-settlement-terms-against-talen-energy-supply.pdf/,document-feed,Redline of Auction Settlement Terms against Talen Energy Supply – Latest Revision,,,False
2023-04-10,Americas,"DIAMOND SPORTS GROUP, LLC",,,,decision,https://www.cdsdeterminationscommittees.org/documents/2023/04/americas-dc-diamond-sports-group-auction-deliverable-obligation-final-list.pdf/,document-feed,Americas DC Diamond Sports Group Auction Deliverable Obligation Final List – Latest Revision,,,False
2023-04-11,,"DIAMOND SPORTS GROUP, LLC",2023031702,,,decision,https://www.cdsdeterminationscommittees.org/documents/2023/04/list-of-participating-bidders-issue-number-2023031702-diamond-sports-group.pdf/,document-feed,List of Participating Bidders – Issue Number 2023031702 (Diamond Sports Group) – Latest Revision,,,False
2023-04-28,EMEA,Vue International Bidco Plc,,,,statement,https://www.cdsdeterminationscommittees.org/documents/2023/04/emea-dc-vue-international-bidco-plc-meeting-statement-28-april-2023.pdf/,document-feed,EMEA DC – Vue International Bidco PLC – Meeting Statement 28 April 2023 – Latest Revision,,,False
2023-04-28,EMEA,Vue International Bidco Plc,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2023/04/emea-dc-vue-international-bidco-plc-dc-decision-28-april-2023.pdf/,document-feed,EMEA DC – Vue International Bidco PLC – DC Decision 28 April 2023 – Latest Revision,,,False
2023-05-05,Americas,Istar Inc,2023041001,,,decision,https://www.cdsdeterminationscommittees.org/documents/2023/05/americas-dc-decision-issue-number-2023041001-istar-inc-05052023.pdf/,document-feed,Americas DC Decision – Issue Number 2023041001 (iStar Inc) – 05052023 – Latest Revision,,,False
